userId,movieId,rating
1, 0, 4.0
1, 1, 4.0
1, 2, 4.0
1, 3, 5.0
1, 4, 3.0
1, 5, 5.0
1, 6, 4.0
1, 7, 5.0
1, 8, 5.0
1, 9, 5.0
1, 10, 3.0
1, 11, 5.0
1, 12, 5.0
1, 13, 3.0
1, 14, 3.0
1, 15, 5.0
1, 16, 4.0
1, 17, 5.0
1, 18, 4.0
1, 19, 3.0
1, 20, 5.0
1, 21, 4.0
1, 22, 3.0
1, 23, 5.0
1, 24, 4.0
1, 25, 5.0
1, 26, 4.0
1, 27, 4.0
1, 28, 5.0
1, 29, 5.0
1, 30, 3.0
1, 31, 5.0
1, 32, 4.0
1, 33, 3.0
1, 34, 3.0
1, 35, 4.0
1, 36, 5.0
1, 37, 5.0
1, 38, 4.0
1, 39, 5.0
1, 40, 5.0
1, 41, 5.0
1, 42, 5.0
1, 43, 5.0
1, 44, 5.0
1, 45, 5.0
1, 46, 4.0
1, 47, 5.0
1, 48, 5.0
1, 49, 5.0
1, 50, 5.0
1, 51, 4.0
1, 52, 5.0
1, 53, 4.0
1, 54, 5.0
1, 55, 5.0
1, 56, 5.0
1, 57, 5.0
1, 58, 4.0
1, 59, 5.0
1, 60, 4.0
1, 61, 2.0
1, 62, 5.0
1, 63, 5.0
1, 64, 5.0
1, 65, 5.0
1, 66, 5.0
1, 67, 3.0
1, 68, 5.0
1, 69, 5.0
1, 70, 5.0
1, 71, 5.0
1, 72, 5.0
1, 73, 4.0
1, 74, 3.0
1, 75, 3.0
1, 76, 3.0
1, 77, 4.0
1, 78, 4.0
1, 79, 5.0
1, 80, 5.0
1, 81, 3.0
1, 82, 5.0
1, 83, 5.0
1, 84, 5.0
1, 85, 3.0
1, 86, 3.0
1, 87, 5.0
1, 88, 4.0
1, 89, 5.0
1, 90, 4.0
1, 91, 4.0
1, 92, 5.0
1, 93, 4.0
1, 94, 4.0
1, 95, 5.0
1, 96, 5.0
1, 97, 4.0
1, 98, 5.0
1, 99, 4.0
1, 100, 4.0
1, 101, 5.0
1, 102, 5.0
1, 103, 5.0
1, 104, 5.0
1, 105, 4.0
1, 106, 4.0
1, 107, 4.0
1, 108, 5.0
1, 109, 5.0
1, 110, 5.0
1, 111, 5.0
1, 112, 5.0
1, 113, 4.0
1, 114, 4.0
1, 115, 2.0
1, 116, 4.0
1, 117, 5.0
1, 118, 5.0
1, 119, 2.0
1, 120, 4.0
1, 121, 5.0
1, 122, 2.0
1, 123, 5.0
1, 124, 3.0
1, 125, 5.0
1, 126, 4.0
1, 127, 5.0
1, 128, 4.0
1, 129, 4.0
1, 130, 5.0
1, 131, 3.0
1, 132, 5.0
1, 133, 5.0
1, 134, 5.0
1, 135, 5.0
1, 136, 2.0
1, 137, 4.0
1, 138, 4.0
1, 139, 5.0
1, 140, 4.0
1, 141, 5.0
1, 142, 3.0
1, 143, 5.0
1, 144, 5.0
1, 145, 5.0
1, 146, 4.0
1, 147, 4.0
1, 148, 5.0
1, 149, 5.0
1, 150, 4.0
1, 151, 5.0
1, 152, 5.0
1, 153, 5.0
1, 154, 5.0
1, 155, 4.0
1, 156, 5.0
1, 157, 5.0
1, 158, 4.0
1, 159, 5.0
1, 160, 5.0
1, 161, 5.0
1, 162, 4.0
1, 163, 5.0
1, 164, 1.0
1, 165, 3.0
1, 166, 3.0
1, 167, 5.0
1, 168, 5.0
1, 169, 4.0
1, 170, 4.0
1, 171, 5.0
1, 172, 5.0
1, 173, 4.0
1, 174, 4.0
1, 175, 4.0
1, 176, 4.0
1, 177, 4.0
1, 178, 5.0
1, 179, 5.0
1, 180, 5.0
1, 181, 4.0
1, 182, 4.0
1, 183, 5.0
1, 184, 4.0
1, 185, 5.0
2, 15, 4.0
2, 186, 4.0
2, 187, 3.0
2, 188, 4.0
2, 189, 3.5
2, 190, 4.0
2, 191, 4.5
2, 192, 5.0
2, 193, 4.5
2, 194, 3.0
2, 195, 3.0
2, 196, 4.0
2, 197, 4.5
2, 198, 5.0
2, 199, 5.0
2, 200, 3.5
2, 201, 2.5
2, 202, 3.5
2, 203, 3.0
2, 204, 4.0
2, 205, 2.0
2, 206, 3.5
2, 207, 5.0
3, 23, 0.5
3, 69, 3.5
3, 82, 4.5
3, 96, 0.5
3, 103, 0.5
3, 208, 5.0
3, 209, 0.5
3, 210, 0.5
3, 211, 0.5
3, 212, 5.0
3, 213, 0.5
3, 214, 0.5
3, 215, 0.5
3, 216, 0.5
3, 217, 0.5
3, 218, 0.5
3, 219, 4.0
3, 220, 0.5
3, 221, 5.0
3, 222, 4.5
3, 223, 0.5
3, 224, 5.0
3, 225, 0.5
3, 226, 5.0
3, 227, 4.5
3, 228, 5.0
3, 229, 0.5
3, 230, 4.5
3, 231, 5.0
3, 232, 4.5
3, 233, 5.0
4, 3, 2.0
4, 234, 2.0
4, 12, 5.0
4, 13, 1.0
4, 20, 5.0
4, 25, 2.0
4, 29, 5.0
4, 30, 3.0
4, 235, 5.0
4, 42, 4.0
4, 236, 2.0
4, 49, 5.0
4, 54, 5.0
4, 55, 5.0
4, 237, 5.0
4, 56, 3.0
4, 238, 4.0
4, 61, 4.0
4, 239, 4.0
4, 71, 5.0
4, 240, 4.0
4, 78, 4.0
4, 81, 3.0
4, 83, 2.0
4, 87, 4.0
