userId,movieId,rating
1, 0, 4.0
1, 1, 4.0
1, 2, 4.0
1, 3, 5.0
1, 5, 3.0
1, 6, 5.0
1, 7, 4.0
1, 8, 5.0
1, 10, 5.0
1, 11, 5.0
1, 12, 3.0
1, 13, 5.0
1, 15, 5.0
1, 16, 3.0
1, 17, 3.0
1, 18, 5.0
1, 20, 4.0
1, 21, 5.0
1, 22, 4.0
1, 23, 3.0
1, 25, 5.0
1, 26, 4.0
1, 27, 3.0
1, 28, 5.0
1, 30, 4.0
1, 31, 5.0
1, 32, 4.0
1, 33, 4.0
1, 35, 5.0
1, 36, 5.0
1, 37, 3.0
1, 38, 5.0
1, 40, 4.0
1, 41, 3.0
1, 42, 3.0
1, 43, 4.0
1, 45, 5.0
1, 46, 5.0
1, 47, 4.0
1, 48, 5.0
1, 50, 5.0
1, 51, 5.0
1, 52, 5.0
1, 53, 5.0
1, 55, 5.0
1, 56, 5.0
1, 57, 4.0
1, 58, 5.0
1, 60, 5.0
1, 61, 5.0
1, 62, 5.0
1, 63, 4.0
1, 65, 5.0
1, 66, 4.0
1, 67, 5.0
1, 68, 5.0
1, 70, 5.0
1, 71, 5.0
1, 72, 4.0
1, 73, 5.0
1, 75, 4.0
1, 76, 2.0
1, 77, 5.0
1, 78, 5.0
1, 80, 5.0
1, 81, 5.0
1, 82, 5.0
1, 83, 3.0
1, 85, 5.0
1, 86, 5.0
1, 87, 5.0
1, 88, 5.0
1, 90, 5.0
1, 91, 4.0
1, 92, 3.0
1, 93, 3.0
1, 95, 3.0
1, 96, 4.0
1, 97, 4.0
1, 98, 5.0
1, 100, 5.0
1, 101, 3.0
1, 102, 5.0
1, 103, 5.0
1, 105, 5.0
1, 106, 3.0
1, 107, 3.0
1, 108, 5.0
1, 110, 4.0
1, 111, 5.0
1, 112, 4.0
1, 113, 4.0
1, 115, 5.0
1, 116, 4.0
1, 117, 4.0
1, 118, 5.0
1, 120, 5.0
1, 121, 4.0
1, 122, 5.0
1, 123, 4.0
1, 125, 4.0
1, 126, 5.0
1, 127, 5.0
1, 128, 5.0
1, 130, 5.0
1, 131, 4.0
1, 132, 4.0
1, 133, 4.0
1, 135, 5.0
1, 136, 5.0
1, 137, 5.0
1, 138, 5.0
1, 140, 5.0
1, 141, 4.0
1, 142, 4.0
1, 143, 2.0
1, 145, 4.0
1, 146, 5.0
1, 147, 5.0
1, 148, 2.0
1, 150, 4.0
1, 151, 5.0
1, 152, 2.0
1, 153, 5.0
1, 155, 3.0
1, 156, 5.0
1, 157, 4.0
1, 158, 5.0
1, 160, 4.0
1, 161, 4.0
1, 162, 5.0
1, 163, 3.0
1, 165, 5.0
1, 166, 5.0
1, 167, 5.0
1, 168, 5.0
1, 170, 2.0
1, 171, 4.0
1, 172, 4.0
1, 173, 5.0
1, 175, 4.0
1, 176, 5.0
1, 177, 3.0
1, 178, 5.0
1, 180, 5.0
1, 181, 5.0
1, 182, 4.0
1, 183, 4.0
1, 185, 5.0
1, 186, 5.0
1, 187, 4.0
1, 188, 5.0
1, 190, 5.0
1, 191, 5.0
1, 192, 5.0
1, 193, 4.0
1, 195, 5.0
1, 196, 5.0
1, 197, 4.0
1, 198, 5.0
1, 200, 5.0
1, 201, 5.0
1, 202, 4.0
1, 203, 5.0
1, 205, 1.0
1, 206, 3.0
1, 207, 3.0
1, 208, 5.0
1, 210, 5.0
1, 211, 4.0
1, 212, 4.0
1, 213, 5.0
1, 215, 5.0
1, 216, 4.0
1, 217, 4.0
1, 218, 4.0
1, 220, 4.0
1, 221, 4.0
1, 222, 5.0
1, 223, 5.0
1, 225, 5.0
1, 226, 4.0
1, 227, 4.0
1, 228, 5.0
1, 230, 4.0
1, 231, 5.0
2, 18, 4.0
2, 219, 4.0
2, 232, 3.0
2, 234, 4.0
2, 235, 3.5
2, 236, 4.0
2, 238, 4.5
2, 239, 5.0
2, 240, 4.5
2, 241, 3.0
2, 243, 3.0
2, 244, 4.0
2, 245, 4.5
2, 246, 5.0
2, 248, 5.0
2, 249, 3.5
2, 250, 2.5
2, 251, 3.5
2, 253, 3.0
2, 254, 4.0
2, 255, 2.0
2, 256, 3.5
2, 258, 5.0
3, 28, 0.5
3, 86, 3.5
3, 102, 4.5
3, 120, 0.5
3, 128, 0.5
3, 224, 5.0
3, 259, 0.5
3, 260, 0.5
3, 262, 0.5
3, 263, 5.0
3, 264, 0.5
3, 265, 0.5
3, 267, 0.5
3, 268, 0.5
3, 269, 0.5
3, 271, 0.5
3, 272, 4.0
3, 273, 0.5
3, 274, 5.0
3, 275, 4.5
3, 277, 0.5
3, 278, 5.0
3, 279, 0.5
3, 281, 5.0
3, 282, 4.5
3, 283, 5.0
3, 284, 0.5
3, 286, 4.5
3, 287, 5.0
3, 288, 4.5
3, 289, 5.0
4, 3, 2.0
4, 14, 2.0
4, 15, 5.0
4, 16, 1.0
4, 25, 5.0
4, 31, 2.0
4, 36, 5.0
4, 37, 3.0
4, 44, 5.0
4, 52, 4.0
4, 59, 2.0
4, 61, 5.0
4, 67, 5.0
4, 68, 5.0
4, 69, 5.0
4, 70, 3.0
4, 74, 4.0
4, 76, 4.0
4, 84, 4.0
4, 88, 5.0
4, 89, 4.0
4, 97, 4.0
4, 101, 3.0
4, 103, 2.0
4, 108, 4.0
